Case,year,Month,service,departure station,arrival_station,journey_time_avg,total_num_trips,num_of_canceled_trains,comment_cancellations,num_late_at_departure,avg_delay_late_at_departure,avg_delay_all_departing,comment_delays_at_departure,num_arriving_late,avg_delay_late_on_arrival,avg_delay_all_arriving,comment_delays_on_arrival,delay_cause_external_cause,delay_cause_rail_infrastructure,delay_cause_traffic_management,delay_cause_rolling_stock,delay_cause_station_management,delay_cause_travelers,num_greater_15_min_late,avg_delay_late_greater_15_min,num_greater_30_min_late,num_greater_60_min_late
3893,2018,6,#N/A,PARIS MONTPARNASSE,ST MALO,171.0470588,96,11,#N/A,8,15.62916667,1.485098039,#N/A,7,31.51190476,2.124509804,#N/A,0.571428571,0.142857143,0.142857143,0.142857143,0,0,4,2.124509804,2,1
3894,2018,6,#N/A,VANNES,PARIS MONTPARNASSE,156.6221198,269,52,#N/A,15,18.94777778,1.987173579,#N/A,41,24.63536585,6.999231951,#N/A,0.41025641,0.230769231,0.128205128,0.153846154,0.025641026,0.051282051,26,6.999231951,9,1
3895,2018,6,#N/A,PARIS EST,METZ,84.82624113,294,12,#N/A,34,22.36911765,2.913238771,#N/A,37,22.67297297,2.675591017,#N/A,0.09375,0.21875,0.125,0.4375,0.125,0,19,2.675591017,7,2
3896,2018,6,#N/A,REIMS,PARIS EST,46.10526316,217,8,#N/A,32,14.62083333,2.771770335,#N/A,53,16.60314465,5.094736842,"04/06 : Csq bruits sous caisse du 7699 ? 2712 (7‘) + Csq ERTMS 2854 ? 2714 (16‘) +Csq fontis à Rethel (LTV 40) ? 2722 (5‘)
05/06 : Csq incident caténaire à Pantin ? 2722 (64’), 2738 (36’), 2752 (24’)
06/06 : Csq dérangement signalisation à Launois ?2722 (47’) + Arrêt supplémentaire en gare de CGV ? 2760 (5’) + Attente correspondance avec TER ? 2714 (5‘)
10/06 : Ltv 40 Amagne Lucquy ? 2754 (10’)
11/06 : Csq alarme incendie sur 5454 ? 2760 (19‘) + Csq incident porte sur 2712 ? 2714 (23’) et 2712 (44’) + incident caténaire suite aux intempéries à Chalons en Champagne? 2778 (88’) + Ltv 40 Amagne Lucquy ? 2722 (6’)
14/06 : Csq dérangement DBC à Lorraine ? 2706 (11’) + Ltv 40 Amagne Lucquy ? 2722 (6’)
15/06 : Ltv 40 Amagne Lucquy ? 2722 (6’) et 2714 (5’)
16/06 : Ltv 40 Amagne Lucquy ? 2726 (10’) et 2720 (8’)
20/06 : Ltv 40 à Rethel ? 2722 (5’) + Csq incident porte ? 2712 (7’)
21/06 : Pb frein suite à mise en UM à Reims ? 2714 (11’) + espacement (10’) + LTV à Lavannes ? 2722 (13’) + attente correspondance TER ? 2778 (5’)
24/06 : 2754 ? LTV à Lavannes (5’) et csq incident porte à Reims (6’) + VL 40 pour 2766 (5’)
25/06 : Personne aux abords des voies à Maison Blanche ? 2712 (11‘) + LTV à Lavannes ? 2714 (5’)
26/06 : Csq déraillement draisine à PE ? 2714 (6’), 2712(5’), 2752 (10’) + Csq défaut de traction sur TER à Noisy ?2778 (12’)
30/06 : LTV à Lavannes ? 2720 (5’) + Csq montée d’une PSH à Chalons (5’) + attente correspondance avec TER à BLD ? 2784 (7’)",0.093023256,0.279069767,0.209302326,0.186046512,0.186046512,0.046511628,17,5.094736842,6,2
3897,2018,6,#N/A,STRASBOURG,PARIS EST,111.6837607,485,17,#N/A,102,16.96078431,4.587464387,#N/A,85,29.57568627,6.056730769,#N/A,0.102564103,0.41025641,0.179487179,0.153846154,0.128205128,0.025641026,60,6.056730769,27,9
3898,2018,6,#N/A,PARIS NORD,DOUAI,67,206,39,#N/A,18,24.26296296,2.945708583,#N/A,37,17.18558559,4.37255489,#N/A,0.176470588,0.264705882,0.235294118,0.235294118,0.088235294,0,12,4.37255489,4,2
3899,2018,6,#N/A,LILLE,MARSEILLE ST CHARLES,308.6645161,188,33,#N/A,25,13.038,2.583870968,#N/A,31,30.40913978,8.079784946,#N/A,0.285714286,0.285714286,0.095238095,0.142857143,0.095238095,0.095238095,31,8.079784946,11,1
3900,2018,6,#N/A,BORDEAUX ST JEAN,PARIS VAUGIRARD,143.5423729,59,0,#N/A,8,19.68333333,2.756779661,#N/A,13,26.2525641,5.728813559,"01/06: Attente personnel A
04/06: Dérangement d'installation
09/06: Attente Matériel 
23/06: Alerte à la bombe/Colius suspect
24/06: Dérangement asservissement sol/machine
26/06: Espacement",0.230769231,0.230769231,0.230769231,0.307692308,0,0,9,5.728813559,5,0
3901,2017,2,National,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.40860215,186,0,#N/A,7,13.7952381,0.35421147,#N/A,16,16.31875,1.888799283,#N/A,0.230769231,0.307692308,0.307692308,0,0.153846154,0,6,30.7,2,1
3902,2017,2,National,PARIS LYON,MARSEILLE ST CHARLES,202.8005115,391,0,#N/A,25,22.00666667,1.258653026,#N/A,42,33.11269841,4.96913896,#N/A,0.390243902,0.195121951,0.292682927,0.097560976,0,0.024390244,30,41.49444444,16,7
3903,2017,2,National,NIMES,PARIS LYON,176.0216049,327,3,#N/A,67,23.79726368,5.61867284,#N/A,44,44.41212121,4.983693416,heurt d'une personne à Maisons-Alfort + accident de personne à Paris-Bercy + 2 dérangements de signalisation + 1 dérangement de zone,0.5,0.166666667,0.166666667,0.166666667,0,0,37,50.2954955,18,9
3904,2017,2,National,PARIS MONTPARNASSE,QUIMPER,268.3641026,198,3,#N/A,16,18.203125,1.371025641,#N/A,12,58.75,3.976923077,"Ce mois-ci, l'OD a été touché par les incidents suivants:
Le 10 : difficultés dans la préparation des rames au Technicentre (35 TGV ; 559’)
Le 18 : incident caténaire à Massy TGV (76 TGV ; 4447’)
Le 28 : dérangement d’aiguillage à Paris Montparnasse (25 TGV ; 445’)",0.416666667,0.416666667,0.166666667,0,0,0,12,58.75,5,5
3905,2017,2,National,RENNES,PARIS MONTPARNASSE,133.1620112,539,2,#N/A,45,19.57777778,2.08566108,#N/A,48,35.54027778,3.593606456,#N/A,0.25,0.454545455,0.113636364,0.159090909,0.022727273,0,36,43.11111111,18,8
3906,2017,2,National,VANNES,PARIS MONTPARNASSE,204.9245283,213,1,#N/A,10,20.85,1.363207547,#N/A,15,35.48333333,2.88922956,#N/A,0.214285714,0.285714286,0.214285714,0.285714286,0,0,13,38.9474359,7,2
3907,2017,2,National,LILLE,LYON PART DIEU,196.7261905,252,0,#N/A,35,10.51619048,2.199140212,#N/A,29,19.57298851,3.119246032,#N/A,0.178571429,0.285714286,0.214285714,0.25,0,0.071428571,18,24.41666667,4,1
3908,2017,2,National,LYON PART DIEU,MONTPELLIER,111.1798107,321,4,#N/A,61,14.65546448,3.740956887,#N/A,52,32.83910256,6.259884332,#N/A,0.319148936,0.255319149,0.170212766,0.127659574,0.063829787,0.063829787,33,44.91060606,14,6
3909,2017,2,National,MONTPELLIER,LYON PART DIEU,112.4884488,307,4,#N/A,33,18.22323232,2.350990099,#N/A,65,28.13076923,8.39229923,heurt dune personne à Claveyson + présence de personnes dans les voies à Valence-TGV + heurt d'une voiture par le TER 876611 à Baillargues,0.303030303,0.181818182,0.333333333,0.121212121,0.060606061,0,38,39.18552632,13,5
3910,2017,2,National,LILLE,MARSEILLE ST CHARLES,310.0797101,138,0,#N/A,15,13.52666667,2.114371981,#N/A,25,28.208,8.172101449,#N/A,0.260869565,0.217391304,0.217391304,0.217391304,0,0.086956522,25,28.208,4,3
3911,2017,2,National,STRASBOURG,NANTES,306.4571429,36,1,#N/A,2,7.441666667,0.491904762,#N/A,4,46.45416667,7.612857143,"Dérangement d'installation vers Angers (06/02)                                               Dérangement de sémaphore à Sablé (19/02)                                                           Alerte détecteur de rocher entre Nantes et Ancenis (20/02)                           Bagage abandonné sur la rame de queue, intervention Marne (24/02)           Suite à avarie matériel, le train est limité Roissy (27/02)",0.5,0.5,0,0,0,0,4,46.45416667,1,1
3912,2017,2,International,PARIS EST,STUTTGART,174.7942402,136,0,#N/A,8,15.85208333,1.14375,#N/A,21,19.99206349,5.532107843,#N/A,0.294117647,0.235294118,0.294117647,0.117647059,0.058823529,0,11,27.22575758,2,0
3913,2017,2,International,GENEVE,PARIS LYON,188.1287805,205,0,#N/A,11,11.93030303,1.634308943,#N/A,20,28.81416667,1.322845528,#N/A,0.157894737,0.315789474,0.263157895,0.105263158,0.052631579,0.105263158,14,35.73690476,5,2
3914,2015,7,National,PARIS EST,REIMS,47.20560748,214,0,#N/A,14,16.85714286,1.257009346,#N/A,23,17.30434783,2.359813084,#N/A,0.411764706,0.176470588,0,0.058823529,0.352941176,0,9,29.5555556,4,1
3915,2015,7,National,ANNECY,PARIS LYON,224.1294118,171,1,#N/A,10,15.3,0.935294118,#N/A,20,57.95,7.564705882,Un heurt d'animal sauvage et un envahissement des voies par des manifestants ont généré quelques retards importants en juillet,0.4,0.35,0.05,0.1,0,0.1,20,57.95,12,6
3916,2015,7,National,AVIGNON TGV,PARIS LYON,161.5109718,641,3,#N/A,248,17.80241935,8.001567398,#N/A,140,32.13571429,8.115987461,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet,0.292857143,0.257142857,0.071428571,0.171428571,0.164285714,0.042857143,104,38.8365385,56,15
3917,2015,7,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,79.94009217,217,0,#N/A,51,13.98039216,4.082949309,#N/A,41,18.7804878,3.004608295,#N/A,0.268292683,0.170731707,0.195121951,0.170731707,0.097560976,0.097560976,18,30.9444444,5,1
3918,2015,7,National,PARIS LYON,MACON LOCHE,95.60103627,193,0,#N/A,20,23.25,2.502590674,#N/A,18,45.72222222,3.922279793,Un heurt d'animal sauvage et un envahissement des voies par des manifestants ont généré quelques retards importants en juillet,0.333333333,0,0,0.388888889,0.222222222,0.055555556,18,45.7222222,12,4
3919,2015,7,National,MARSEILLE ST CHARLES,PARIS LYON,197.4437086,456,3,#N/A,54,15,2.222958057,#N/A,43,44.88372093,5.406181015,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet,0.395348837,0.162790698,0.093023256,0.209302326,0.093023256,0.046511628,43,44.8837209,23,11
3920,2015,7,National,PARIS LYON,MULHOUSE VILLE,166.0684932,293,1,#N/A,25,22.72,2.212328767,#N/A,29,33.13793103,3.688356164,#N/A,0.448275862,0.034482759,0.068965517,0.24137931,0.172413793,0.034482759,19,43.7894737,12,4
3921,2015,7,National,PARIS LYON,PERPIGNAN,305.8235294,204,0,#N/A,25,13.52,1.926470588,#N/A,68,41.75,16.66176471,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet,0.352941176,0.176470588,0.073529412,0.205882353,0.088235294,0.102941176,68,41.75,29,9
3922,2015,7,National,PERPIGNAN,PARIS LYON,308.8687151,179,0,#N/A,36,18.36111111,4.463687151,#N/A,58,38.89655172,14.18994413,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet,0.24137931,0.344827586,0.103448276,0.206896552,0.051724138,0.051724138,58,38.8965517,26,7
3923,2015,7,National,PARIS MONTPARNASSE,LAVAL,102.4844444,225,0,#N/A,21,22.95238095,2.386666667,#N/A,27,32.55555556,4.511111111,#N/A,0.384615385,0.230769231,0.038461538,0.153846154,0.153846154,0.038461538,21,38.3333333,7,4
3924,2015,7,National,PARIS MONTPARNASSE,LE MANS,62.12729358,436,0,#N/A,43,25.3255814,2.722477064,#N/A,78,21.58974359,4.321100917,#N/A,0.314285714,0.228571429,0.071428571,0.071428571,0.242857143,0.071428571,26,46.4230769,11,8
3925,2015,7,National,PARIS MONTPARNASSE,ST MALO,186.8708333,120,0,#N/A,13,29.23076923,3.583333333,#N/A,12,52.33333333,6.225,"Cette ligne a été impactée par plusieurs incendies aux abords des voies : le 12/07 à NOYEN (17 TGV retardés de 11' à 2h47), sur LGV le 21/07 (20 TGV retardés de 15' à 2h20) et le 22/07 entre LAVAL et LE MANS (26 TGV de 13' à 4h03). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00).",0.363636364,0.363636364,0.090909091,0,0.181818182,0,12,52.3333333,7,4
3926,2015,7,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,66.9753915,448,1,#N/A,49,40.75510204,4.736017897,#N/A,95,37.72631579,8.288590604,"Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30).",0.305882353,0.294117647,0.094117647,0.105882353,0.129411765,0.070588235,49,64.9183673,29,21
3927,2015,7,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,338.2457143,177,2,#N/A,8,15.5,0.942857143,#N/A,40,47.325,12.52,"Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). Le heurt d'un poteau caténaire par une voiture à CHALAIS a perturbé la journée du 17/07 (21 TGV retardés de 11' à 4h52). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30).",0.384615385,0.333333333,0.179487179,0,0.076923077,0.025641026,40,47.325,16,8
3928,2015,7,National,LYON PART DIEU,MARSEILLE ST CHARLES,101.9478673,633,0,#N/A,195,23.32820513,8.143759874,#N/A,189,34.01058201,11.98894155,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet,0.232804233,0.211640212,0.169312169,0.164021164,0.074074074,0.148148148,148,39.9864865,56,27
3929,2015,7,National,LYON PART DIEU,RENNES,261.6630435,92,0,#N/A,66,18.22727273,14.06521739,#N/A,35,41.74285714,17.79347826,"Cette ligne a été impactée par plusieurs incendies aux abords des voies : le 12/07 à NOYEN (17 TGV retardés de 11' à 2h47), sur LGV le 21/07 (20 TGV retardés de 15' à 2h20) et le 22/07 entre LAVAL et LE MANS (26 TGV de 13' à 4h03). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ainsi que par un rail cassé le 09/07 sur LGV Sud-Est (6 TGV retardés de 30' à 2h01) ; et par la panne d'un train le 18/07 sur LGV (22 TGV de 16' à 2h43).",0.294117647,0.176470588,0.088235294,0.205882353,0.176470588,0.058823529,35,41.7428571,16,7
3930,2015,7,International,PARIS EST,FRANCFORT,99.4084507,142,0,#N/A,8,17.5,1.281690141,#N/A,6,27.16666667,1.845070423,#N/A,0,0,0,0.5,0.5,0,5,30.4,3,0
3931,2015,7,International,PARIS LYON,GENEVE,171.1067961,206,0,#N/A,13,17.92307692,1.296116505,#N/A,20,24.15,3.747572816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12,32.4166667,5,1
3932,2015,7,International,PARIS LYON,ITALIE,253.4642857,98,0,#N/A,5,11.2,0.918367347,#N/A,21,26.71428571,8.836734694,#N/A,0.19047619,0.333333333,0.19047619,0.238095238,0,0.047619048,21,26.7142857,7,1
3933,2015,6,National,PARIS LYON,AIX EN PROVENCE TGV,183.1659091,441,1,#N/A,26,14.38461538,1.013636364,#N/A,60,23.13333333,6.518181818,#N/A,0.203389831,0.389830508,0.06779661,0.203389831,0.118644068,0.016949153,53,24.5283019,13,1
3934,2015,6,National,PARIS LYON,DIJON VILLE,96.10683761,468,0,#N/A,20,17.4,0.876068376,#N/A,20,24.45,1.271367521,#N/A,0.05,0.3,0.1,0.4,0.1,0.05,15,28.2,4,1
3935,2015,6,National,PARIS LYON,GRENOBLE,192.560166,241,0,#N/A,9,16.55555556,0.788381743,#N/A,10,33.9,-0.597510373,#N/A,0,0.4,0.1,0.3,0.2,0,10,33.9,4,1
3936,2015,6,National,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,79.195,200,0,#N/A,6,13.66666667,0.52,#N/A,22,14.68181818,1.97,#N/A,0.19047619,0.333333333,0.095238095,0.285714286,0.095238095,0,8,23.5,2,0
3937,2015,6,National,LYON PART DIEU,PARIS LYON,120.3635647,635,1,#N/A,71,11.1971831,2.023659306,#N/A,42,20.45238095,1.244479495,#N/A,0.15,0.45,0.1,0.275,0.025,0,29,23.862069,5,0
3938,2015,6,National,MACON LOCHE,PARIS LYON,98.83163265,198,2,#N/A,63,11.95238095,4.852040816,#N/A,20,21.15,2.25,#N/A,0.15,0.65,0,0.05,0.05,0.1,13,26.1538462,2,1
3939,2015,6,National,PARIS LYON,MARSEILLE ST CHARLES,197.7943723,463,1,#N/A,24,12.875,0.803030303,#N/A,53,25.94339623,6.30952381,#N/A,0.226415094,0.396226415,0.056603774,0.169811321,0.113207547,0.037735849,53,25.9433962,9,2
3940,2015,6,National,PARIS LYON,MULHOUSE VILLE,166.5066225,302,0,#N/A,17,15.76470588,1.029801325,#N/A,17,24.17647059,2.360927152,#N/A,0.176470588,0.235294118,0.176470588,0.294117647,0.117647059,0,13,27.3846154,3,1
3941,2015,6,National,NIMES,PARIS LYON,176.8047337,338,0,#N/A,91,28.32967033,8.328402367,#N/A,78,45.73076923,11.17159763,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juin,0.205128205,0.474358974,0.128205128,0.141025641,0.025641026,0.025641026,63,53.7142857,27,17
3942,2015,6,National,PARIS MONTPARNASSE,BREST,274.3203884,207,1,#N/A,20,22.65,2.470873786,#N/A,18,48.72222222,6.174757282,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)",0.235294118,0.411764706,0.117647059,0.117647059,0.058823529,0.058823529,18,48.7222222,7,4
3943,2015,6,National,PARIS MONTPARNASSE,LAVAL,104.039823,227,1,#N/A,7,30.42857143,1.137168142,#N/A,20,26.65,2.725663717,#N/A,0.263157895,0.368421053,0.157894737,0.052631579,0.157894737,0,11,38.6363636,3,1
3944,2015,6,National,LAVAL,PARIS MONTPARNASSE,105.8508772,228,0,#N/A,21,13.28571429,1.98245614,#N/A,17,41.17647059,2.706140351,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn); le 9 un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)",0.2,0.666666667,0,0,0.066666667,0.066666667,14,47.1428571,6,4
3945,2015,6,National,POITIERS,PARIS MONTPARNASSE,108.3303965,455,1,#N/A,76,18.53947368,4.030837004,#N/A,60,35.28333333,4.477973568,#N/A,0.333333333,0.333333333,0.092592593,0.111111111,0.074074074,0.055555556,47,41.3617021,25,10
3946,2015,6,National,PARIS MONTPARNASSE,QUIMPER,273.7128205,196,1,#N/A,21,22.23809524,2.78974359,#N/A,29,44.82758621,7.456410256,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)",0.285714286,0.321428571,0.142857143,0.071428571,0.178571429,0,29,44.8275862,14,6
3947,2015,6,National,VANNES,PARIS MONTPARNASSE,206.7175732,239,0,#N/A,7,22.57142857,0.878661088,#N/A,19,50.21052632,4.020920502,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)",0.333333333,0.611111111,0,0,0.055555556,0,19,50.2105263,9,5
3948,2015,6,National,PARIS NORD,LILLE,65.5852459,611,1,#N/A,54,18.74074074,1.898360656,#N/A,58,24.96551724,2.044262295,#N/A,0.301886792,0.169811321,0.169811321,0.169811321,0.169811321,0.018867925,31,38.483871,14,5
3949,2015,6,National,RENNES,LYON PART DIEU,261.4468085,94,0,#N/A,6,17.33333333,1.638297872,#N/A,21,37.76190476,8.925531915,"Cette OD a été touchée le 11 par la panne d'un TGV sur le réseau Sud-Est vers Chevry Cossigny (60TGV; 1478mn), le 6 par un dérangement d'installation au Creusot (49 TGv; 1662mn), 2 accidents de personne le 2 à Lyon (44TGV; 1314mn) et le 22 à Pasilly (27TGV; 1347mn), le 24 par le heurt d'un animal sur le réseau Sud-Est vers Sully (26TGV; 660mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn), le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)",0.1,0.55,0.1,0.15,0.1,0,21,37.7619048,12,2
3950,2015,6,National,STRASBOURG,NANTES,317.6181818,55,0,#N/A,2,10,0.4,#N/A,3,26.66666667,3.254545455,#N/A,0.5,0,0,0.5,0,0,3,26.6666667,0,0
3951,2015,6,National,NANTES,STRASBOURG,325.6727273,55,0,#N/A,0,0,0.363636364,#N/A,8,34.25,5.363636364,#N/A,0.25,0.25,0.125,0.125,0.125,0.125,8,34.25,4,1
3952,2015,6,International,PARIS EST,FRANCFORT,99.81343284,134,0,#N/A,6,26.66666667,1.507462687,#N/A,12,32.16666667,3.320895522,#N/A,0.5,0.166666667,0.333333333,0,0,0,10,36.4,6,1
3953,2015,6,International,PARIS EST,STUTTGART,147.8625,120,0,#N/A,10,14.4,1.366666667,#N/A,16,36.5625,5.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,42.1538462,6,2
3954,2015,6,International,PARIS LYON,ITALIE,252.0659341,91,0,#N/A,5,12.8,0.846153846,#N/A,12,35.25,6.604395604,#N/A,0.166666667,0.5,0.083333333,0.25,0,0,12,35.25,6,1
3955,2015,6,International,PARIS LYON,LAUSANNE,178.3826087,115,0,#N/A,4,15.5,0.6,#N/A,12,31.16666667,5.608695652,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9,36.5555556,3,1
3956,2015,6,International,LAUSANNE,PARIS LYON,180.5630252,119,0,#N/A,9,8.222222222,1.68907563,#N/A,8,31.625,0.722689076,#N/A,0,0.125,0.5,0.25,0,0.125,5,41.6,1,1
3957,2015,5,National,NANCY,PARIS EST,95.94642857,281,1,#N/A,12,10.83333333,0.875,#N/A,8,34.25,-0.260714286,#N/A,0.375,0.25,0.25,0.125,0,0,5,47.8,2,1
3958,2015,5,National,STRASBOURG,PARIS EST,141.7411504,452,0,#N/A,58,13.77586207,2.305309735,#N/A,29,21.48275862,1.727876106,#N/A,0.172413793,0.068965517,0.689655172,0.034482759,0,0.034482759,15,29.5333333,5,1
3959,2015,5,National,PARIS LYON,AIX EN PROVENCE TGV,183.6777042,453,0,#N/A,24,15.875,1.006622517,#N/A,46,32.73913043,6.428256071,#N/A,0.217391304,0.326086957,0.152173913,0.195652174,0.065217391,0.043478261,40,35.775,20,5
3960,2015,5,National,PARIS LYON,BELLEGARDE (AIN),163.2586957,230,0,#N/A,6,21.16666667,0.67826087,#N/A,28,26.03571429,4.5,#N/A,0.074074074,0.37037037,0.296296296,0.148148148,0,0.111111111,19,32.4736842,5,2
3961,2015,5,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.0744186,215,0,#N/A,5,7.6,0.441860465,#N/A,2,14,-0.688372093,#N/A,0.5,0,0,0,0,0.5,0,0,0,0
3962,2015,5,National,MARSEILLE ST CHARLES,PARIS LYON,198.291954,435,0,#N/A,27,16.14814815,1.264367816,#N/A,50,42.44,5.993103448,#N/A,0.354166667,0.208333333,0.166666667,0.25,0,0.020833333,50,42.44,20,9
3963,2015,5,National,PARIS LYON,MULHOUSE VILLE,166.2361111,289,1,#N/A,13,16.38461538,0.895833333,#N/A,8,41.625,1.770833333,#N/A,0,0.125,0.125,0.5,0.25,0,6,51.3333333,2,1
